entity_name,entity_type,algo_accepted,algo_suggested_name,algo_cui,expert_accepted,expert_rejected,expert_suggested_name,expert_cui,note,entity_name_norm,expert_resolution
primary rat brain endothelial cells,anatomy,False,,C0225336,True,False,,,,primary rat brain endothelial cells,expert_cui
pro-inflammatory environment,phenotype,False,,,True,False,,,,pro-inflammatory environment,expert_accept_unresolved
prodrug form of 2-hydroxypropyl-beta-cyclodextrin,drug,False,,C0046237,True,False,,,,prodrug form of 2-hydroxypropyl-beta-cyclodextrin,expert_cui
production of heat shock response,phenotype,False,,,False,True,Heat-Shock Response,C0282498,,production of heat shock response,not_accepted
progressive lysosomal storage disorder,disease,False,,C0085078,True,False,,,,progressive lysosomal storage disorder,expert_cui
progressive major organ failure,phenotype,False,,C0026766,True,False,,,,progressive major organ failure,expert_cui
progressive neurological degeneration,disease,False,,C3275607,False,True,Progressive neurologic deterioration,C1854838,,progressive neurological degeneration,not_accepted
progressive neurological impairment,phenotype,False,,C3275607,False,True,Progressive neurologic deterioration,C1854838,,progressive neurological impairment,not_accepted
progressive neurovisceral manifestations,phenotype,False,,C0027854,True,False,,,,progressive neurovisceral manifestations,expert_cui
projection of cholesterol-containing membrane tubules,biological_process,False,,,False,True,membrane tubulation,C4318743,,projection of cholesterol-containing membrane tubules,not_accepted
prolong survival,phenotype,True,Preimplantation lethality,C2919552|C5139371,True,False,,,,prolong survival,expert_cui
pronouced neurological manifestations,phenotype,False,,C0027854,True,False,,,,pronouced neurological manifestations,expert_cui
protein trafficking defects,phenotype,False,,C0865206,False,True,intracellular protein transport,C1159772,,protein trafficking defects,not_accepted
proteostasis modulators,drug,False,,,True,False,,,,proteostasis modulators,expert_accept_unresolved
proteostatic regulators,drug,False,,,True,False,,,,proteostatic regulators,expert_accept_unresolved
prothoracic gland,anatomy,False,,,True,False,,,,prothoracic gland,expert_accept_unresolved
psychiatric alterations,phenotype,False,,C1306597,True,False,,,,psychiatric alterations,expert_cui
psychiatric anomalies,phenotype,False,,C1306597,True,False,,,,psychiatric anomalies,expert_cui
rapid progression of neurologic disease,phenotype??,True,Progressive neurologic deterioration,C1854838,True,False,,,,rapid progression of neurologic disease,expert_cui
rare lysosomal neurovisceral storage disease,disease,True,lysosomal storage disease,C0085078,True,False,,,,rare lysosomal neurovisceral storage disease,expert_cui
rare lysosomal storage disorder,disease,False,,C0085078,True,False,,,,rare lysosomal storage disorder,expert_cui
rare neurovisceral lipid storage disease,disease,True,neutral lipid storage disease,C0085078|C5848057,True,False,,,,rare neurovisceral lipid storage disease,expert_cui
re-accumulation of cholesterol,phenotype,False,,,False,True,Intracellular accumulation of unesterified cholesterol,C3553603,,re-accumulation of cholesterol,not_accepted
reactive microglia,phenotype,False,,,True,False,,,,reactive microglia,expert_accept_unresolved
recessive disorder of cholesterol trafficking,phenotype,False,,,False,True,"Niemann-Pick Disease, Type C",C0220756,,recessive disorder of cholesterol trafficking,not_accepted
recessive lysosomal storage disease,phenotype,False,,,False,True,Lysosomal Storage Diseases,C0085078,,recessive lysosomal storage disease,not_accepted
recused mitochondrial deficits,phenotype,False,,,False,False,,,,recused mitochondrial deficits,not_accepted
reduce cell apoptosis,phenotype,False,,C0162638,False,True,Negative Regulation of Apoptosis,C5887034,,reduce cell apoptosis,not_accepted
reduce gastrointestinal symptoms,phenotype,False,,C0426576,False,True,,,,reduce gastrointestinal symptoms,not_accepted
reduce intestinal inflammation,phenotype,False,,C3889047,False,True,,,,reduce intestinal inflammation,not_accepted
reduced asparagine-linked glycosylation,phenotype,False,,C6016529,False,True,,,,reduced asparagine-linked glycosylation,not_accepted
reduced ataxia,phenotype,False,,C0004134,False,True,,,,reduced ataxia,not_accepted
reduced cancer growth,phenotype,False,,C1516170,False,True,Inhibition of Cancer Cell Growth,C1512773,,reduced cancer growth,not_accepted
reduced cholesterol accumulation,phenotype,False,,C5436605,False,True,negative regulation of cholesterol storage,C2612193,,reduced cholesterol accumulation,not_accepted
reduced cytokine production,phenotype,False,,C1371550,True,False,,,,reduced cytokine production,expert_cui
reduced de novo sphingolipid biosynthesis,phenotype,False,,,False,True,negative regulation of sphingolipid biosynthetic process,C2755565,,reduced de novo sphingolipid biosynthesis,not_accepted
reduced fifilipin flfluorescence,phenotype,False,,C4227374,False,True,negative regulation of cholesterol storage,C2612193,,reduced fifilipin flfluorescence,not_accepted
reduced foamy cells,phenotype,False,,C4281786,False,True,,,,reduced foamy cells,not_accepted
reduced glycosphingolipid levels,phenotype,False,,,True,False,,,,reduced glycosphingolipid levels,expert_accept_unresolved
reduced lifespan,phenotype,False,,C0870809,False,True,Reduction in Life Expectancy,C5419418,,reduced lifespan,not_accepted
reduced lysosomal cholesterol accumulation,phenotype,False,,C5436605,False,True,negative regulation of cholesterol storage,C2612193,,reduced lysosomal cholesterol accumulation,not_accepted
reduced lysosomal transport,phenotype,False,,C1156063,False,True,,,,reduced lysosomal transport,not_accepted
reduced mitochondrial transport,phenotype,False,,C0678851,False,True,,,,reduced mitochondrial transport,not_accepted
reduced neocortical inflammation,phenotype,False,,,True,False,,,,reduced neocortical inflammation,expert_accept_unresolved
reduced peripheral inflammation,phenotype,False,,,True,False,,,,reduced peripheral inflammation,expert_accept_unresolved
reduced sphingolipid accumulation,phenotype,False,,,True,False,,,,reduced sphingolipid accumulation,expert_accept_unresolved
reduced thalamic volumes,phenotype,True,Decreased thalamic volume,C4022771,True,False,,,,reduced thalamic volumes,expert_cui
reduces intracellular cholesterol accumulation,phenotype,False,,,False,True,negative regulation of cholesterol storage,C2612193,,reduces intracellular cholesterol accumulation,not_accepted
reduction in complex asparagine-linked glycosylation,phenotype,False,,C1623028,False,True,Abnormal protein N-linked glycosylation,C4022944,,reduction in complex asparagine-linked glycosylation,not_accepted
reduction in lysosomal calcium,phenotype,False,,,True,False,,,,reduction in lysosomal calcium,expert_accept_unresolved
regulated lysosomal function,biological_process,False,,,True,False,,,,regulated lysosomal function,expert_accept_unresolved
relatively intact smooth pursuit eye movements,phenotype,False,,C0034158,False,True,Pursuit eye movement,C0423084,,relatively intact smooth pursuit eye movements,not_accepted
release of lipid-laden lamellar inclusions,biological_process,False,,,True,False,,,,release of lipid-laden lamellar inclusions,expert_accept_unresolved
remove cholesterol,phenotype,False,,,False,True,cholesterol efflux,C2246761,,remove cholesterol,not_accepted
remove lysosomal cholesterol crystals,phenotype,False,,,False,True,cholesterol efflux,C2246761,,remove lysosomal cholesterol crystals,not_accepted
remove lysosomes cholesterol crystal,phenotype,False,,,False,True,cholesterol efflux,C2246761,,remove lysosomes cholesterol crystal,not_accepted
renal lamellar bodies,phenotype,False,,,False,True,amellar body,C0230698,,renal lamellar bodies,not_accepted
renal volume and weight,phenotype,False,,,True,False,,,,renal volume and weight,expert_accept_unresolved
replenishment of mitochondrial glutathione levels,phenotype,False,,,False,True,positive regulation of glutathione biosynthetic process,C3895204,,replenishment of mitochondrial glutathione levels,not_accepted
rescued all phenotypic changes,biological_process,False,,,False,True,Reversal of Disease Phenotype,C4086829,,rescued all phenotypic changes,not_accepted
rescues cholesterol accumulation,phenotype,False,,,False,True,negative regulation of cholesterol storage,C2612193,,rescues cholesterol accumulation,not_accepted
rescues epigenetic marks,phenotype,False,,C1156210,False,True,,,,rescues epigenetic marks,not_accepted
rescues mitochondrial membrane potential depolarization;,phenotype,False,,C5887485,True,False,,,,rescues mitochondrial membrane potential depolarization;,expert_cui
rescues myelination,phenotype,False,,,True,False,,,,rescues myelination,expert_accept_unresolved
rescues oligodendrocyte gene expression.,phenotype,False,,C0334220,False,True,,,,rescues oligodendrocyte gene expression.,not_accepted
rescues sphingolipid accumulation.,phenotype,False,,,True,False,,,,rescues sphingolipid accumulation.,expert_accept_unresolved
resolve the catatonia,phenotype,False,,C0007398,False,True,,,,resolve the catatonia,not_accepted
restore lipid homeostasis,biological_process,True,lipid homeostasis,C2262744,True,False,,,,restore lipid homeostasis,expert_cui
restored autophagic flux,phenotype,False,,,True,False,,,,restored autophagic flux,expert_accept_unresolved
restored cell viability,phenotype,False,,C1516362,True,False,,,,restored cell viability,expert_cui
restored lipid profile,lipid,False,,,False,True,lipid homeostasis,C2262744,,restored lipid profile,not_accepted
restored localization of golgin 97,phenotype,False,,,True,False,,,,restored localization of golgin 97,expert_accept_unresolved
restored localization of syntaxin 6,phenotype,False,,,True,False,,,,restored localization of syntaxin 6,expert_accept_unresolved
restored mitochondria length,phenotype,False,,,False,True,Normal mitochondrial morphology,C3281112,,restored mitochondria length,not_accepted
retromer dysfunction,phenotype,False,,,True,False,,,,retromer dysfunction,expert_accept_unresolved
retromer impairment,phenotype,False,,,True,False,,,,retromer impairment,expert_accept_unresolved
robust phagocytic activity,phenotype,False,,C1372517,True,False,,,,robust phagocytic activity,expert_cui
severe acute liver failure,pathology,False,,C0162557,True,False,,,,severe acute liver failure,expert_cui
severe biochemical phenotype,phenotype,False,,,False,True,Abnormality of metabolism/homeostasis,C4021768,,severe biochemical phenotype,not_accepted
shorter adhesio interthalamica length,phenotype,False,,,True,False,,,,shorter adhesio interthalamica length,expert_accept_unresolved
shorter lifespan,phenotype,False,,C0870809,False,True,Reduction in Life Expectancy,C5419418,,shorter lifespan,not_accepted
shortfalls in fine odor discrimination,phenotype,False,,C4013074,True,False,,,,shortfalls in fine odor discrimination,expert_cui
significantly reduced mortality risk,phenotype,False,,,True,False,,,,significantly reduced mortality risk,expert_accept_unresolved
slow down the rate of weight loss,phenotype,False,,,True,False,,,,slow down the rate of weight loss,expert_accept_unresolved
slow neurological damage,biological_process,False,,,True,False,,,,slow neurological damage,expert_accept_unresolved
slowed peak velocity,phenotype,False,,,True,False,,,,slowed peak velocity,expert_accept_unresolved
slower onset of cerebral cortical pathology,phenotype,False,,,True,False,,,,slower onset of cerebral cortical pathology,expert_accept_unresolved
smaller gray matter volumes,phenotype,False,,,True,False,,,,smaller gray matter volumes,expert_accept_unresolved
smaller whole hippocampi volumes,disease,False,,C4315130,True,False,,,,smaller whole hippocampi volumes,expert_cui
soluble epoxide hydrolase pathways,pathway,False,,C1150005,True,False,,,,soluble epoxide hydrolase pathways,expert_cui
sphingolipid dyshomeostasis,phenotype,False,,,False,True,Sphingolipid metabolism disorder,C3649367,,sphingolipid dyshomeostasis,not_accepted
sphingomyelin accumulation,phenotype,False,,,True,False,,,,sphingomyelin accumulation,expert_accept_unresolved
spleen biospies,anatomy,True,spleen,C0037993,True,False,,,,spleen biospies,expert_cui
splenic monocytes,anatomy,False,,,True,False,,,,splenic monocytes,expert_accept_unresolved
splenic neutrophils,anatomy,False,,,True,False,,,,splenic neutrophils,expert_accept_unresolved
stabilized chorea,phenotype,False,,C0008489,False,True,,,,stabilized chorea,not_accepted
stabilized coginitive decline,phenotype,True,Progressive psychomotor deterioration,C0338656|C1856565,False,True,,,,stabilized coginitive decline,not_accepted
stabilized neurological phenotypes,phenotype,False,,C1533281,False,True,,,,stabilized neurological phenotypes,not_accepted
stabilized psychiatric features,phenotype,False,,C0205487,False,True,,,,stabilized psychiatric features,not_accepted
sterol absorption,biological_process,False,,,False,True,cholesterol absorption,C2945742,,sterol absorption,not_accepted
stimulator of interferon genesassociated diseases,disease,False,,C3837108,False,True,,,,stimulator of interferon genesassociated diseases,not_accepted
stimulus-sensitive myoclonus,phenotype,False,,C3554567,True,False,,,,stimulus-sensitive myoclonus,expert_cui
striatal astrocytes,anatomy,False,,C0004112,True,False,,,,striatal astrocytes,expert_cui
suboptimal cholesterol transport,phenotype,False,,,False,True,inhibition of intracellular cholesterol transport,C2245629,,suboptimal cholesterol transport,not_accepted
substantial fibrosis,phenotype,False,,C0016059,True,False,,,,substantial fibrosis,expert_cui
sustained reduction in disease progression,phenotype,True,Disease remission,C0544452,False,True,,,,sustained reduction in disease progression,not_accepted
symtomatic therapy,exposure,False,,C5243901,True,False,,,,symtomatic therapy,expert_cui
synaptic boutons size increase,phenotype,False,,C3544827,True,False,,,,synaptic boutons size increase,expert_cui
synaptic disturbance,phenotype,False,,,False,False,,,,synaptic disturbance,not_accepted
synchronicity disruptions,phenotype,False,,,False,True,Abnormal synaptic transmission,C4021083,,synchronicity disruptions,not_accepted
synthesis of esterified cholesterol,biological_process,False,,,True,False,,,,synthesis of esterified cholesterol,expert_accept_unresolved
systemic insulin signaling,biological_process,False,,C1512804,True,False,,,,systemic insulin signaling,expert_cui
systemic iron abnormalities,phenotype,True,Abnormal serum iron concentration,C0235760,False,True,Abnormality of iron homeostasis,C4023583,,systemic iron abnormalities,not_accepted
systemic organ lesions,phenotype,False,,C0026766,True,False,,,,systemic organ lesions,expert_cui
tau dysregulation,phenotype,False,,C0949664,False,True,Tau (MAPT) aggregations,C5563129,,tau dysregulation,not_accepted
third transmembrane domain,anatomy,False,,,False,True,Transmembrane Domain,C1519623,,third transmembrane domain,not_accepted
total diacylglycerols,phenotype,False,,C0012262,True,False,,,,total diacylglycerols,expert_cui
total retinal thinning in the fovea,phenotype,False,,,False,True,Retinal thinning on OCT,C3549703,,total retinal thinning in the fovea,not_accepted
transbilayer transport of some hydrophobic molecules,biological_process,False,,C4014315,False,True,lipid translocation,C2247790,,transbilayer transport of some hydrophobic molecules,not_accepted
transport of unesterified cholesterol,biological_process,False,,,False,True,intracellular cholesterol transport,C1819279,,transport of unesterified cholesterol,not_accepted
transporting molecules in the cell,biological_process,False,,C3537074,False,True,intracellular transport,C0599814,,transporting molecules in the cell,not_accepted
trihydroxycholanic acid glycinate,protein/gene,False,,C0086356,False,True,glycocholic acid,C0017905,,trihydroxycholanic acid glycinate,not_accepted
underlying molecular pathophysiology,pathology,False,,,True,False,,,,underlying molecular pathophysiology,expert_accept_unresolved
unesterified sphingolipids.,phenotype,False,,,False,True,Sphingolipid,C0037900,,unesterified sphingolipids.,not_accepted
unusual urinary metabolite profiles,phenotype,False,,,False,True,,,,unusual urinary metabolite profiles,not_accepted
unwarranted anger,phenotype,False,,,False,True,Inappropriate anger expression,C4061935,,unwarranted anger,not_accepted
urinary branched-chain amino acids,phenotype,False,,,False,True,"Amino Acids, Branched-Chain",C0002521,,urinary branched-chain amino acids,not_accepted
urinary valine,phenotype,False,,,False,True,Valine,C0042285,,urinary valine,not_accepted
vertical supranuclear saccade palsy,phenotype,False,,C1843369,True,False,,,,vertical supranuclear saccade palsy,expert_cui
visceral enlargement,phenotype,False,,C4054315,True,False,,,,visceral enlargement,expert_cui
visceral manifestations,phenotype,False,,C5960196,True,False,,,,visceral manifestations,expert_cui
visceral organ damage,phenotype,False,,,True,False,,,,visceral organ damage,expert_accept_unresolved
weakened muscular contraction,phenotype,False,,C0947912,False,True,,,,weakened muscular contraction,not_accepted
widespread neurodegeneration,phenotype,False,,,False,True,Nerve Degeneration,C0027746,,widespread neurodegeneration,not_accepted
β-amyloid peptide,phenotype,False,,C5979866,True,False,,,,β-amyloid peptide,expert_cui
